Id,Pixels Agregados,Pixels Ligante,Pixels Brilho,Cobrimento,Estatistica,Legenda
1,8819,7734,23,87.95781834675134,52.85581646781309,Media
2,7435,5618,0,75.56153328850034,14.228170827162975,Desv. Pad.
3,7514,4048,1,53.88607931860527,42.0,Limiar Ligante
4,11499,7596,19,66.22314983911645,134.0,Limiar Brilho do ligante
5,8815,4194,6,47.646057855927396,,
6,11543,9930,3,86.05215281989085,,
7,9534,3735,54,39.74197608558842,,
8,11930,7654,0,64.15758591785415,,
9,9451,4754,0,50.30155539096392,,
10,10513,3019,7,28.78341101493389,,
11,7009,4335,0,61.84905121986018,,
12,4142,2397,0,57.87059391598262,,
13,10114,3582,4,35.45580383626656,,
14,8290,3045,6,36.80337756332931,,
15,6735,4633,0,68.78990348923534,,
16,9625,4083,0,42.420779220779224,,
17,7250,4097,4,56.56551724137931,,
18,9848,6903,61,70.714865962632,,
19,8910,3613,18,40.751964085297416,,
20,10729,4577,0,42.660080156584954,,
21,9582,4167,2,43.50866207472344,,
22,8618,5600,1,64.99187746576932,,
23,8701,4907,0,56.395816572807725,,
24,10366,6743,37,65.40613544279375,,
25,10018,3682,21,36.96346576162907,,
26,7464,3784,3,50.736870310825296,,
27,9993,4792,76,48.714099869908935,,
28,9191,4580,2,49.85311717984985,,
29,8263,4237,12,51.422001694299894,,
30,9160,4927,1,53.799126637554586,,
31,7656,3563,2,46.56478578892372,,
32,5882,2254,35,38.915334920095205,,
33,6947,3681,2,53.015690225996835,,
34,6899,3938,2,57.109726047253226,,
35,9223,4766,1,51.686002385341,,
36,8632,5091,8,59.070898980537535,,
37,7586,6087,1,80.25309781175851,,
38,11003,7632,6,69.41743160956104,,
39,13009,8404,0,64.60142977938351,,
40,7859,4375,2,55.69410866522458,,
41,8239,4799,12,58.39300886029858,,
42,6363,3666,0,57.61433286185761,,
43,7393,1970,9,26.768564858650073,,
44,8980,1623,91,19.08685968819599,,
45,7634,3466,253,48.71626932145664,,
46,7233,2591,14,36.01548458454307,,
47,6452,5007,7,77.71233725976441,,
48,8017,3966,4,49.51977048771361,,
49,11010,5147,3,46.775658492279746,,
50,12356,4100,30,33.425056652638396,,
51,6377,2390,75,38.65453975223459,,
52,4576,1685,23,37.32517482517483,,
53,4335,2250,0,51.90311418685121,,
54,11725,5535,129,48.30703624733476,,
55,10829,6296,24,58.36180626096593,,
56,16613,10161,17,61.265274182868836,,
57,5618,2473,10,44.19722321110716,,
58,11251,5181,1,46.05812816638521,,
59,8554,5945,14,69.66331540799627,,
60,8752,6096,8,69.74405850091408,,
61,3859,3063,1,79.39880798134232,,
62,5554,2893,1,52.10658984515664,,
63,6040,2252,6,37.384105960264904,,
64,5863,2912,14,49.906191369606006,,
65,6995,3807,1,54.438884917798426,,
66,8907,3491,120,40.54114741214775,,
67,5838,2807,9,48.23569715656046,,
68,5658,2910,0,51.431601272534465,,
69,5672,3665,0,64.61565585331452,,
70,7427,4619,1,62.205466540999055,,
71,6219,2132,18,34.5714745135874,,
72,10774,3682,14,34.304807870800076,,
73,7219,2786,14,38.786535531237014,,
74,6691,5246,11,78.56822597519056,,
75,4600,2986,10,65.1304347826087,,
76,7213,4554,4,63.1914598641342,,
77,7724,4122,0,53.36613153806318,,
78,4872,3324,1,68.24712643678161,,
79,8220,2519,291,34.18491484184915,,
80,9410,2226,33,24.006376195536664,,
81,8108,3321,8,41.05821410952146,,
82,5532,3584,3,64.8409255242227,,
83,6342,1752,23,27.988016398612427,,
84,8218,4010,18,49.01435872475055,,
85,5948,2802,10,47.276395427034295,,
86,8513,5586,0,65.61729120169153,,
87,9999,6189,10,61.996199619962,,
88,6796,3307,2,48.69040612124779,,
89,11857,5971,58,50.847600573500884,,
90,7319,3936,1,53.7915015712529,,
91,9742,8026,30,82.69349209607883,,
92,8557,3447,27,40.59834053990885,,
93,7015,4477,0,63.82038488952245,,
94,5173,2145,7,41.60061859655906,,
95,6095,2197,98,37.6538146021329,,
96,10198,5775,1,56.63855657972152,,
97,9448,4351,3,46.08382726502963,,
98,7265,5450,3,75.05849965588438,,
99,6202,3164,0,51.01580135440181,,
