Id,Pixels Agregados,Pixels Ligante,Pixels Brilho,Cobrimento,Estatistica,Legenda
1,12109,10976,236,92.59228672887934,85.03649727593373,Media
2,13557,12408,195,92.9630449214428,7.360976218394206,Desv. Pad.
3,14817,13493,0,91.06431801309307,41.0,Limiar Ligante
4,22690,18173,523,82.39753195240193,167.0,Limiar Brilho do ligante
5,24630,20054,967,85.34713763702801,,
6,19341,15755,588,84.4992502972959,,
7,26054,20659,39,79.44269593920319,,
8,23444,19831,687,87.51919467667634,,
9,15528,14263,154,92.84518289541474,,
10,14066,9259,1131,73.86606000284374,,
11,14066,9886,125,71.17161950803356,,
12,13999,11505,0,82.184441745839,,
13,16347,12749,269,79.63540710833792,,
14,17886,16836,128,94.84513026948451,,
15,24813,23498,18,94.772901301737,,
16,18399,17065,53,93.03766509049404,,
17,13599,12680,107,94.02897271858225,,
18,11436,8852,202,79.1710388247639,,
19,13807,9447,204,69.89932642862317,,
20,13783,12093,87,88.36973082783139,,
21,19926,16705,712,87.40841112114825,,
22,17070,14107,440,85.21968365553603,,
23,15614,13931,152,90.19469706673497,,
24,17154,13567,123,79.80645913489565,,
25,10604,7379,265,72.08600528102603,,
26,13793,12150,109,88.87841658812441,,
27,22563,14414,179,64.67668306519523,,
28,24441,20465,341,85.12744977701404,,
29,17922,16372,117,92.00424059814753,,
30,15365,14137,32,92.21607549625773,,
31,28243,26624,85,94.568565662288,,
32,25019,22923,112,92.07002677964746,,
33,10163,7110,187,71.79966545311424,,
34,12897,11168,56,87.02799100566023,,
35,14967,11595,553,81.16523017304738,,
36,14859,12117,146,82.52910693855576,,
37,21062,18368,123,87.79318203399487,,
38,22900,17898,72,78.47161572052401,,
39,24188,18125,41,75.10335703654705,,
40,23831,20657,63,86.94557509126767,,
41,12243,9782,249,81.9325328759291,,
42,13591,11973,41,88.39673313221985,,
43,18020,16083,548,92.29189789123197,,
44,12830,9991,90,78.57365549493375,,
45,11978,9237,203,78.81115378193354,,
46,15007,12452,95,83.60764976344373,,
47,24119,22826,45,94.82565612172975,,
48,21164,18105,813,89.38763938763938,,
49,13990,11591,19,82.98784846318799,,
50,12845,10756,130,84.74892954456988,,
51,13914,11906,25,85.74816731349719,,
52,17694,15990,99,90.92912851814174,,
53,12520,10789,160,87.4520766773163,,
54,18655,15611,98,84.2079871348164,,
55,18543,16321,44,88.25432777867658,,
56,19347,18228,37,94.40740166434072,,
57,12485,10983,102,88.78654385262315,,
58,13687,11585,80,85.22685760210419,,
59,17517,14447,452,85.05451846777416,,
60,17670,13315,61,75.6989247311828,,
61,13907,11763,226,86.20838426691594,,
62,17671,15962,192,91.415313225058,,
63,15409,14137,138,92.64066454669349,,
64,13782,11817,44,86.06152953127267,,
65,12070,8767,153,73.90223695111848,,
66,15666,11941,334,78.3543980594919,,
67,18134,11911,379,67.77324363074887,,
68,15654,13943,65,89.48511562539926,,
69,16039,11179,551,73.1342353014527,,
70,15600,14838,0,95.11538461538461,,
71,13461,12310,0,91.4493722606047,,
72,17336,15716,62,91.01292108906323,,
