Id,Pixels Agregados,Pixels Ligante,Pixels Brilho,Cobrimento,Estatistica,Legenda
1,12492,660,0,5.283381364073007,2.3315965660047633,Media
2,28005,1197,0,4.274236743438672,2.3877533658268466,Desv. Pad.
3,12900,235,0,1.821705426356589,10.0,Limiar Ligante
4,14228,418,0,2.937868990722519,221.0,Limiar Brilho do ligante
5,26380,2120,0,8.036391205458681,,
6,14644,1324,0,9.041245561322043,,
7,7,0,0,0.0,,
8,17274,247,0,1.4298946393423642,,
9,17156,859,0,5.006994637444626,,
10,37624,1633,0,4.340314692749309,,
11,13848,715,0,5.163200462160601,,
12,12459,299,0,2.3998715787783933,,
13,21088,699,0,3.314681335356601,,
14,10573,225,0,2.128062044831174,,
15,19335,454,0,2.34807344194466,,
16,16660,37,0,0.22208883553421369,,
17,13716,90,0,0.6561679790026247,,
18,18436,179,0,0.9709264482534172,,
19,8,0,0,0.0,,
20,29155,36,0,0.12347796261361688,,
21,8,0,0,0.0,,
22,64843,1097,0,1.691778603704332,,
23,39543,268,0,0.6777432162456061,,
24,11862,42,0,0.35407182599898834,,
25,19121,158,0,0.8263166152397887,,
26,25559,258,0,1.009429163895301,,
27,22762,270,0,1.186187505491609,,
28,22171,9,0,0.040593568174642554,,
