Id,Pixels Agregados,Pixels Ligante,Pixels Brilho,Cobrimento,Estatistica,Legenda
1,12846,12310,112,96.69936166900203,99.0891501428053,Media
2,7978,7610,190,97.76886437703685,0.886921541533498,Desv. Pad.
3,9646,9577,27,99.56458635703919,135.0,Limiar Ligante
4,12268,11743,290,98.08444734268015,170.0,Limiar Brilho do ligante
5,10958,10840,48,99.36119729877714,,
6,9333,8896,119,96.59273545483768,,
7,8892,8682,77,98.5042735042735,,
8,10405,10399,0,99.94233541566554,,
9,12274,11989,86,98.37868665471728,,
10,15689,15492,88,99.30524571355727,,
11,6119,6072,16,99.49338127144958,,
12,8694,8164,191,96.1007591442374,,
13,5,5,0,100.0,,
14,10715,10654,19,99.60802613159123,,
15,6,6,0,100.0,,
16,6442,6347,17,98.78919590189382,,
17,11071,11010,14,99.57546743744919,,
18,12052,11929,43,99.33620975771656,,
19,10016,9063,645,96.92492012779553,,
20,9041,8841,131,99.23681008737971,,
21,15423,14621,397,97.37405174090644,,
22,6529,6280,103,97.76382294378925,,
23,12133,11808,137,98.4505068820572,,
24,15370,15271,43,99.63565387117762,,
25,14921,14734,67,99.19576435895718,,
26,9114,8898,103,98.76014922097872,,
27,20137,19948,55,99.33455827581069,,
28,12655,12469,81,99.170288423548,,
29,11098,10753,191,98.61236258785367,,
30,10041,10017,6,99.82073498655512,,
31,12784,12497,112,98.6311013767209,,
32,13654,13022,293,97.51721107367804,,
33,10506,10323,63,98.85779554540262,,
34,8162,7932,135,98.83606959078658,,
35,10113,9986,33,99.07050331256798,,
36,7587,7581,0,99.92091735863978,,
37,10310,10095,130,99.17555771096023,,
38,6393,5844,326,96.51180979195996,,
39,10,10,0,100.0,,
40,10649,10292,163,98.17823269790591,,
41,11193,10983,91,98.93683552220138,,
42,5878,5814,41,99.60871044572984,,
43,12070,11968,10,99.2377796188898,,
44,15077,14377,404,98.03674471048618,,
45,8654,8652,0,99.97688929974578,,
46,7545,7455,24,99.12524850894633,,
47,12114,11737,145,98.08486049199274,,
48,18480,18063,280,99.258658008658,,
49,29,29,0,100.0,,
50,168,168,0,100.0,,
51,18,18,0,100.0,,
52,4,4,0,100.0,,
53,7159,7139,8,99.83237882385808,,
54,11203,10909,166,98.8574488976167,,
55,9692,9547,44,98.95790342550558,,
56,9640,9582,26,99.66804979253112,,
57,8100,8100,0,100.0,,
58,7210,7174,1,99.51456310679612,,
59,7391,7239,40,98.48464348531998,,
60,10322,10202,50,99.321836853323,,
61,13810,13645,63,99.26140477914555,,
62,35,35,0,100.0,,
63,6786,6583,48,97.71588564692013,,
64,7538,7468,13,99.2438312549748,,
65,9419,9295,52,99.23558764200021,,
66,15143,15027,32,99.44528825199762,,
67,12847,12678,87,99.36171868918814,,
68,10531,10298,106,98.7940366536891,,
69,11509,11475,7,99.76540099052914,,
70,27270,27116,60,99.65529886321966,,
71,19607,19520,30,99.70928749936247,,
72,7,7,0,100.0,,
73,686,686,0,100.0,,
74,9100,8998,60,99.53846153846153,,
75,12286,12171,17,99.20234413153183,,
76,7147,7137,0,99.8600811529313,,
77,7794,7772,4,99.7690531177829,,
78,9728,9668,10,99.48601973684211,,
79,13147,12836,162,98.86666159580132,,
80,16633,16607,0,99.84368424216918,,
81,17931,17125,429,97.89749595672299,,
82,9423,9226,107,99.04489016236867,,
83,5,5,0,100.0,,
84,20252,20185,5,99.69385739680031,,
85,16428,16010,187,98.59386413440467,,
86,6652,6615,9,99.57907396271798,,
87,13264,12602,346,97.61761158021713,,
88,8250,8110,64,99.07878787878788,,
89,10502,10366,53,99.20967434774329,,
90,12749,12463,132,98.79206212251941,,
91,15942,15761,62,99.2535440973529,,
92,15910,15762,46,99.35889377749842,,
93,4,4,0,100.0,,
94,4559,4535,1,99.4955033998684,,
95,5,5,0,100.0,,
96,29,29,0,100.0,,
97,11906,11860,11,99.70603057282042,,
98,8479,8474,0,99.94103078193183,,
99,10188,10012,59,98.85159010600707,,
100,11329,10827,185,97.20187130373378,,
101,14725,14655,15,99.62648556876061,,
102,12990,12866,36,99.3225558121632,,
103,15946,15942,0,99.97491533927004,,
104,14118,13957,61,99.2916843745573,,
