Id,Pixels Agregados,Pixels Ligante,Pixels Brilho,Cobrimento,Estatistica,Legenda
1,7904,3636,0,46.002024291497975,54.12472354601063,Media
2,8250,6134,0,74.35151515151514,13.537200086631872,Desv. Pad.
3,9220,3195,0,34.6529284164859,48.0,Limiar Ligante
4,7306,2736,0,37.44867232411716,159.0,Limiar Brilho do ligante
5,8752,2562,0,29.27330895795247,,
6,9423,3019,0,32.038628886766425,,
7,9234,4042,0,43.77301277886073,,
8,6360,2506,0,39.40251572327044,,
9,12285,3818,0,31.07855107855108,,
10,12339,4068,0,32.968636032093364,,
11,7312,4238,0,57.959518599562365,,
12,8458,4426,0,52.329155828801134,,
13,7554,2897,0,38.350542758803286,,
14,7774,4039,0,51.95523540005146,,
15,9560,4223,0,44.17364016736402,,
16,9646,4469,0,46.33008500933029,,
17,13374,8255,0,61.724241064752505,,
18,8560,5096,0,59.532710280373834,,
19,5954,3356,0,56.365468592542825,,
20,5198,3395,0,65.31358214697961,,
21,5601,3628,0,64.77414747366542,,
22,6360,3520,0,55.34591194968554,,
23,8535,5984,0,70.1113063854716,,
24,5581,2338,0,41.892134026160186,,
25,7057,2466,0,34.94402720702848,,
26,7125,4043,0,56.743859649122804,,
27,8426,2855,19,34.10871113220983,,
28,6696,3933,0,58.736559139784944,,
29,9207,3946,0,42.858694471597694,,
30,9380,5043,0,53.76332622601279,,
31,5736,2894,0,50.45327754532776,,
32,6552,3036,0,46.336996336996336,,
33,5641,4035,0,71.52987059032087,,
34,6331,3471,0,54.82546201232033,,
35,5343,4577,0,85.66348493355792,,
36,11575,5715,0,49.37365010799136,,
37,7020,2342,0,33.36182336182336,,
38,9828,3495,0,35.56166056166056,,
39,7612,5700,31,75.28901734104046,,
40,11283,6335,30,56.41230169281219,,
41,355,200,0,56.33802816901409,,
42,8329,3318,0,39.83671509184776,,
43,6580,4363,0,66.30699088145897,,
44,10767,6714,48,62.80300919476177,,
45,7625,5272,4,69.19344262295083,,
46,5928,4505,0,75.99527665317139,,
47,12101,5248,0,43.36831666804396,,
48,8582,3817,2,44.500116522955025,,
49,7222,4997,0,69.19135973414566,,
50,8247,3093,0,37.50454710803929,,
51,12824,6410,0,49.98440424204616,,
52,119,103,0,86.5546218487395,,
53,5690,2944,3,51.79261862917399,,
54,8691,5189,0,59.70544241169026,,
55,8156,5634,0,69.07797940166748,,
56,7085,3251,1,45.89978828510939,,
57,6728,3965,0,58.93281807372176,,
58,8280,4971,0,60.03623188405797,,
59,7983,3271,0,40.974570963297005,,
60,9988,6982,0,69.9038846615939,,
61,9023,6828,0,75.67327939709631,,
62,11554,4488,44,39.22451099186429,,
63,6717,3003,10,44.85633467321721,,
64,6076,3777,0,62.16260697827518,,
65,7893,3840,0,48.650703154694035,,
66,6705,4005,0,59.73154362416108,,
67,6868,4190,0,61.00757134536983,,
68,6058,2832,0,46.748101683724,,
69,10254,5987,298,61.29315389116442,,
70,8053,4288,0,53.247237054513846,,
71,8587,6080,0,70.80470478630488,,
72,12249,4854,5,39.66854437096906,,
73,7596,5985,0,78.7914691943128,,
74,5964,2843,0,47.66934942991281,,
75,12525,4795,0,38.28343313373254,,
76,6489,2260,1,34.84358144552319,,
77,6135,4384,58,72.4042379788101,,
78,6093,3660,1,60.085343837190216,,
79,7399,3530,6,47.7902419245844,,
80,7933,3992,18,50.548342367326356,,
81,6826,3517,0,51.52358628772341,,
82,10985,5281,11,48.17478379608557,,
83,9446,5076,9,53.83230997247512,,
84,5451,2433,0,44.63401210787011,,
85,5829,4004,0,68.6910276205181,,
86,4996,2699,0,54.02321857485989,,
87,7836,3915,10,50.08933129147524,,
88,5236,4244,0,81.05423987776929,,
89,7108,4401,0,61.91615081598199,,
90,7970,3661,0,45.93475533249686,,
91,10305,4125,0,40.02911208151383,,
92,6468,3212,0,49.65986394557823,,
93,8916,4431,1,49.708389412292505,,
94,6381,3549,0,55.61824165491302,,
95,5313,3486,0,65.61264822134387,,
96,6526,1953,0,29.926448053938095,,
97,5733,2792,0,48.70050584336298,,
98,7649,4534,0,59.2757223166427,,
99,8662,3512,0,40.54490879704456,,
100,6802,4511,0,66.31872978535725,,
101,8655,4698,0,54.280762564991335,,
102,10170,5768,0,56.71583087512291,,
103,12702,6357,6,50.09447331128956,,
104,4602,3307,0,71.8600608431117,,
105,6898,2189,3,31.77732676138011,,
106,7152,2725,11,38.25503355704698,,
107,10317,5971,0,57.87535136182999,,
108,7244,3299,2,45.56874654886803,,
109,7624,5579,26,73.51783840503673,,
110,7554,4345,0,57.51919512840879,,
111,7450,3578,0,48.02684563758389,,
112,6187,4364,4,70.59964441571036,,
113,6958,5483,17,79.04570278815751,,
114,9580,5491,2,57.33820459290188,,
115,6769,3205,0,47.34820505244497,,
116,5975,4640,0,77.65690376569037,,
117,6444,3885,0,60.28864059590317,,
118,9185,5089,1,55.41643984757757,,
119,8171,6855,0,83.89426018847142,,
